,x,y
0,-2.9978915847096568,201.51084304930592
1,-2.9934380454785288,198.89204870052833
2,-2.9828084253409743,196.30586325436454
3,-2.982397457822147,197.41302152158025
4,-2.9727213255089224,193.18002190201244
5,-2.972113644331902,191.77400827485715
6,-2.967508972355231,190.66004684914844
7,-2.9652892943899514,190.508259765818
8,-2.96240747334695,190.17261766872446
9,-2.9583030875204743,188.4607798002302
10,-2.9578498485205866,188.64507329919272
11,-2.9573774999639144,188.3243920523593
12,-2.95309590041403,186.25750905723763
13,-2.9520154076902463,186.0646686245921
14,-2.9504472253952585,186.24299027722537
15,-2.9503157633263797,185.75685972757827
16,-2.9464823362383172,184.7355953130418
17,-2.945737296119618,184.18474477856887
18,-2.9403326304873616,183.06588616902138
19,-2.938144301518946,182.72117486636577
20,-2.9345863587898777,180.98500397652643
21,-2.9342725731216874,180.42188825348822
22,-2.9338519567091477,181.23980352972785
23,-2.9333409090371614,181.2754293280486
24,-2.9282908585863225,180.16528484775935
25,-2.927480995272694,178.3782591892298
26,-2.922297369191818,178.2773974718473
27,-2.894033361804917,169.24450213564467
28,-2.8938194176559042,168.95072014656105
29,-2.8926505986638227,168.54546705737525
30,-2.891032928025549,168.9955710633276
31,-2.881628941001207,166.1055481968573
32,-2.871509806292246,162.62523178744183
33,-2.8677662166841005,161.53572928646372
34,-2.8672715153679187,162.49758843846502
35,-2.8671799092936054,162.6466972867065
36,-2.863617717412007,160.42759145954184
37,-2.8633339555500927,161.11963174720827
38,-2.863146935026204,160.64280189248038
39,-2.861460296175056,160.40776007790242
40,-2.859522061991443,158.97648000923476
41,-2.857232361013833,158.52416644127595
42,-2.8571527744023815,158.61120985167665
43,-2.856797794989614,159.04931320609387
44,-2.8560090392061506,157.759993602853
45,-2.855898780094099,158.84154465407386
46,-2.851777935804716,158.04578638852755
47,-2.8473920639049517,156.7580252480673
48,-2.8361393261104375,153.7220650332101
49,-2.828489765959459,151.0960964561398
50,-2.8260652914429287,150.80310495818202
51,-2.822104037883456,150.15489365016418
52,-2.81544090097654,147.98901239853157
53,-2.8137831801577917,148.01879971753317
54,-2.811089836818476,147.6364643429861
55,-2.8102965970305527,147.3107783641421
56,-2.808493407346604,146.16072203552542
57,-2.8065329577451443,145.46214916457342
58,-2.8016957635670403,144.35645183682985
59,-2.8002296016749013,145.06022219478186
60,-2.7951339009166842,142.65587063647953
61,-2.794470766792764,143.0256737954498
62,-2.7919896345713413,142.2934168038018
63,-2.78913059612979,141.21752523081443
64,-2.7838404540578128,140.22378205538632
65,-2.7801192881661354,139.92855189135958
66,-2.7779886025626874,139.02866875993354
67,-2.765018366293813,135.26292058830563
68,-2.7638763642888122,135.83908776294453
69,-2.762911689532343,134.82442244220115
70,-2.7628321105318476,134.70855559571416
71,-2.7626115887016196,135.50707875941902
72,-2.762128589522397,135.03727485719347
73,-2.759488000293474,133.89299224852758
74,-2.758401748468911,133.09016497566247
75,-2.7567131832070233,133.39526547375397
76,-2.7535189894280725,132.96701098086686
77,-2.7533140838929664,133.77591830242648
78,-2.748771452341207,131.77158035234697
79,-2.7406021841271206,130.594120866024
80,-2.7360665084573457,129.14484311591607
81,-2.7335194359180983,127.79603458571248
82,-2.7212019866361015,125.56204285207976
83,-2.718996723622916,124.80038060497036
84,-2.715590698217949,124.15687066952027
85,-2.7144082807914773,123.86891134109702
86,-2.7139726740474703,124.31245727005182
87,-2.7054774283235945,122.81635025887726
88,-2.701919995626255,121.37574248814127
89,-2.7017272113009723,121.10786942850285
90,-2.699232449270351,120.61421685462095
91,-2.69606573820431,121.03076020740379
92,-2.6946369738802285,120.03381821316107
93,-2.690424393964957,118.85535676680432
94,-2.685727785611106,117.88770485539077
95,-2.6802615355823836,116.7049359871791
96,-2.6800309340215622,116.39118480976146
97,-2.6734507814188873,115.92555116738785
98,-2.6709838037420885,115.29961095203218
99,-2.6690322745890134,114.73732104718802
100,-2.6629101590311413,112.35092370246531
101,-2.6427164158766763,108.80292238680532
102,-2.632401401657857,106.36061273229447
103,-2.627812077327246,105.91253701751315
104,-2.6118829376925854,103.94893380910258
105,-2.610825855209444,103.19425720936755
106,-2.605686651577654,101.78642717692657
107,-2.5988136817036374,101.07029862737112
108,-2.593992101953592,99.4009095805072
109,-2.593541812313758,99.31189167204252
110,-2.592825489501691,99.55866224250038
111,-2.590525076576178,99.43748916184381
112,-2.5896749121128835,99.2870104347831
113,-2.5859136789694093,98.6561128045333
114,-2.5827108413659827,98.09350703059876
115,-2.578267989099218,97.56097460612416
116,-2.575769772418108,96.03797696122517
117,-2.575565591023622,96.31472856098996
118,-2.569551862810798,95.04252699851618
119,-2.5689406143818325,95.82805993187411
120,-2.5604742925775774,93.7445287682142
121,-2.55468174995322,92.8283918476904
122,-2.550097234493448,91.70441245925336
123,-2.5463919043745826,91.28253329298019
124,-2.543857749035867,90.88329672886334
125,-2.5352264529082307,89.66966962504144
126,-2.535000953274354,89.46429108865502
127,-2.534140283806395,88.92594439364848
128,-2.5329762491898897,89.01605493462341
129,-2.531491278920929,88.44045167352148
130,-2.529272117409877,88.64931336415013
131,-2.526398119252895,88.9153604819908
132,-2.5261037486288593,87.61307742554513
133,-2.5189868179122157,86.52812443868302
134,-2.5157869502300647,86.73432849652065
135,-2.5135314970825355,86.4498767803022
136,-2.5130676914276675,86.45549611576689
137,-2.5119525567651757,85.86239124661988
138,-2.510872152879358,85.63103757610395
139,-2.5052801913798137,84.47061304590683
140,-2.504619585914658,84.5957472228699
141,-2.499583645105095,83.36400328191574
142,-2.4992369251690887,83.9372369922746
143,-2.496791305851425,83.36673156422968
144,-2.4949808613356836,82.82311392441923
145,-2.494101628976721,83.43462156178023
146,-2.4840200352351447,81.46126285207855
147,-2.4838770331092954,82.80240048805678
148,-2.482598721585869,81.74376049643483
149,-2.4790383835545544,80.45760435462347
150,-2.4789098645151855,80.68845158455657
151,-2.478572583482686,79.85098626521079
152,-2.4765289611189045,81.02047645992296
153,-2.476051508313569,79.38756271830823
154,-2.4753308144879433,80.02604695139979
155,-2.4707645483392424,79.22414573602249
156,-2.466489494140853,77.89983122479867
157,-2.4625118736865135,78.96467370289896
158,-2.4612954716530826,79.45445424044027
159,-2.4460970309363907,75.6771992182317
160,-2.4454799415709685,75.86514058658236
161,-2.4358051157975042,74.9014817498448
162,-2.431148773445516,74.59017520573974
163,-2.423524705548557,73.63276127036374
164,-2.4191887817849933,72.41714955619196
165,-2.41851960777805,72.09081968136512
166,-2.4157885693753993,71.56833358596279
167,-2.4118296426405124,70.14356885078523
168,-2.411762824741694,70.63787821867723
169,-2.407533391387841,70.54528180515095
170,-2.4051284476813324,70.0282731984371
171,-2.4048667607662995,69.82337124268689
172,-2.4014506033694114,69.55082765378636
173,-2.4011124178828798,69.10996628499117
174,-2.3984284459806973,69.22904961419755
175,-2.3972922595712296,69.63294552295147
176,-2.388691562332122,68.00374607396871
177,-2.3886731035644386,68.44157016469957
178,-2.3883249069270582,68.71908443042778
179,-2.372866933856667,65.12385670409998
180,-2.3714828818548073,66.21251271542289
181,-2.371477038720048,65.8674790355228
182,-2.3667714091232197,64.41766029329601
183,-2.3664411422364116,64.94915906258542
184,-2.3624403916525747,64.50347447423292
185,-2.356682029378894,64.76868560277475
186,-2.3542537312477485,63.90294344598159
187,-2.351961560574675,64.27157709758654
188,-2.3503615424989803,62.56470118078933
189,-2.3485467978908003,63.08121948840199
190,-2.3435458163945624,61.9814548581019
191,-2.3430767494222335,61.42959696977601
192,-2.3340704822978235,61.03240788198178
193,-2.3263558440401413,60.53237467239481
194,-2.3222223357805287,60.578729303507814
195,-2.3216390525548087,60.26649195737614
196,-2.3195052136505936,59.45598170458635
197,-2.319061762387519,59.204644991475035
198,-2.3183949394326513,59.42916375677736
199,-2.3176032129321755,59.71108051442659
200,-2.313121926191566,58.110387652239886
201,-2.3122984990027127,59.16853488676455
202,-2.3082709660291494,57.94920324343898
203,-2.3042662752374685,57.86970166217371
204,-2.2948819005825554,55.96440512911361
205,-2.2863639771282185,55.19281924731999
206,-2.281361835825189,54.93985087964308
207,-2.2801467883349837,54.92590852865102
208,-2.2795757053784143,54.80834630226583
209,-2.2784221918252703,54.64390457044069
210,-2.272850134225222,54.42306530699054
211,-2.2724047190265937,54.15277602223564
212,-2.269575772431603,54.19929153362899
213,-2.2691294576062164,53.352738790653426
214,-2.267558643191242,54.099739314887515
215,-2.2654709238960997,53.98329024406941
216,-2.2560693785982497,52.32081984574738
217,-2.2547997733243363,51.73808967610535
218,-2.2485400246976734,52.28533331735467
219,-2.242863339094203,50.705516778045485
220,-2.2413229638469643,51.05238529936275
221,-2.2411317273997327,50.65251919693077
222,-2.2407815924082586,50.17175639157959
223,-2.2395067879864445,50.73570036970698
